date,hospital_id,ward_code,wait_per_triage,age,bed_impact_score,arrival_source_ambulance,arrival_source_referral,arrival_source_self,arrival_source_transfer,outcome_death,outcome_discharged,outcome_readmit_30d,outcome_transferred,sex_F,sex_M,base_beds,effective_capacity,admissions,staffing_index,discharge_rate_per_bed,occupancy_lag1,occupancy_lag7,overflow_lag1,overflow_lag7,discharges_lag1,discharges_lag7,admission_rate_per_bed_lag1,admission_rate_per_bed_lag7,avg_wait_minutes_lag1,avg_wait_minutes_lag7,occupancy_rate_lag1,occupancy_rate_lag7
2025-05-29,4,SURG,75.0,59.0,,0,0,7,1,0,7,1,0,4,4,40,46,26,0.976,0.525,41.0,44.0,1.0,4.0,24.0,17.0,0.475,0.375,126.0,114.0,0.891,0.957
2025-05-29,5,ED,85.94444444444444,56.166666666666664,0.0,2,2,8,0,0,12,0,0,7,5,30,34,58,1.021,1.033,34.0,34.0,30.0,40.0,29.0,29.0,1.833,2.167,281.0,277.0,1.0,1.0
2025-05-29,5,ICU,75.0,49.25,,2,2,3,1,0,8,0,0,7,1,20,23,12,0.939,0.2,23.0,23.0,18.0,9.0,4.0,0.0,0.95,0.3,244.0,194.0,1.0,1.0
2025-05-29,5,MED,75.0,49.5,,0,0,7,1,0,8,0,0,2,6,50,58,36,0.988,0.3,58.0,58.0,21.0,27.0,20.0,18.0,0.74,0.74,179.0,176.0,1.0,1.0
2025-05-29,5,SURG,75.0,47.5,,0,1,5,2,0,8,0,0,6,2,40,46,25,1.027,0.425,43.0,46.0,3.0,16.0,22.0,15.0,0.525,0.625,145.0,182.0,0.935,1.0
2025-05-30,1,ED,126.7361111111111,47.833333333333336,0.0,2,2,8,0,0,12,0,0,3,9,30,34,58,1.062,0.867,34.0,34.0,30.0,45.0,30.0,29.0,1.867,2.333,231.0,290.0,1.0,1.0
2025-05-30,1,ICU,75.0,39.25,,2,0,6,0,0,8,0,0,6,2,20,23,13,0.98,0.25,23.0,23.0,4.0,15.0,8.0,2.0,0.45,0.7,192.0,253.0,1.0,1.0
2025-05-30,1,MED,75.0,54.125,,1,1,6,0,0,8,0,0,2,6,50,58,31,0.979,0.32,58.0,58.0,53.0,29.0,16.0,19.0,1.22,0.8,258.0,165.0,1.0,1.0
2025-05-30,1,SURG,75.0,60.5,,3,0,5,0,0,8,0,0,4,4,40,46,24,0.993,0.45,46.0,40.0,9.0,0.0,16.0,18.0,0.475,0.375,172.0,65.0,1.0,1.0
2025-05-30,2,ED,97.2,61.666666666666664,0.0,3,1,8,0,0,11,0,1,7,5,30,34,54,0.979,1.1,34.0,34.0,34.0,24.0,32.0,34.0,2.067,1.8,273.0,204.0,1.0,1.0
2025-05-30,2,ICU,75.0,39.625,,1,1,5,1,0,8,0,0,5,3,20,23,14,0.982,0.25,23.0,23.0,7.0,5.0,1.0,5.0,0.25,0.35,173.0,145.0,1.0,1.0
2025-05-30,2,MED,75.0,65.5,,4,1,3,0,0,8,0,0,5,3,50,58,38,1.025,0.34,58.0,58.0,14.0,21.0,21.0,14.0,0.54,0.56,121.0,132.0,1.0,1.0
2025-05-30,2,SURG,75.0,52.75,,1,0,6,1,0,8,0,0,4,4,40,46,22,1.021,0.525,46.0,46.0,20.0,22.0,17.0,10.0,0.775,0.65,153.0,168.0,1.0,1.0
2025-05-30,3,ED,111.91250000000001,50.416666666666664,0.0,4,3,5,0,0,12,0,0,8,4,30,34,69,1.005,0.933,34.0,34.0,42.0,16.0,33.0,31.0,2.367,1.433,316.0,147.0,1.0,1.0
2025-05-30,3,ICU,75.0,44.375,,1,0,7,0,1,7,0,0,3,5,20,23,10,0.986,0.2,23.0,23.0,12.0,6.0,2.0,4.0,0.55,0.35,163.0,204.0,1.0,1.0
2025-05-30,3,MED,75.0,48.25,,0,1,7,0,0,8,0,0,4,4,50,58,38,1.004,0.46,58.0,58.0,21.0,21.0,20.0,24.0,0.66,0.74,101.0,207.0,1.0,1.0
2025-05-30,3,SURG,75.0,58.25,,1,3,4,0,0,8,0,0,4,4,40,40,18,0.949,0.6,46.0,46.0,17.0,15.0,19.0,24.0,0.75,0.825,142.0,105.0,1.0,1.0
2025-05-30,4,ED,45.425000000000004,51.0,0.0,3,0,8,1,0,9,0,3,6,6,30,34,49,0.968,1.1,34.0,34.0,27.0,28.0,27.0,29.0,1.667,1.767,240.0,216.0,1.0,1.0
2025-05-30,4,ICU,75.0,54.0,,1,1,6,0,0,8,0,0,5,3,20,23,9,0.92,0.2,23.0,23.0,4.0,4.0,4.0,3.0,0.25,0.2,173.0,185.0,1.0,1.0
2025-05-30,4,MED,75.0,58.25,,0,0,7,1,0,8,0,0,5,3,50,58,38,1.029,0.44,58.0,58.0,25.0,32.0,19.0,15.0,0.72,0.78,170.0,208.0,1.0,1.0
2025-05-30,4,SURG,75.0,51.25,,1,1,6,0,0,8,0,0,6,2,40,46,32,0.975,0.5,46.0,46.0,6.0,10.0,21.0,14.0,0.65,0.5,157.0,187.0,1.0,1.0
2025-05-30,5,ED,88.81666666666666,54.666666666666664,0.0,1,2,9,0,0,11,0,1,6,6,30,34,59,1.023,1.067,34.0,34.0,31.0,23.0,31.0,26.0,1.933,1.5,213.0,199.0,1.0,1.0
2025-05-30,5,ICU,75.0,50.25,,2,2,3,1,0,8,0,0,5,3,20,23,10,1.02,0.15,23.0,23.0,11.0,6.0,4.0,4.0,0.6,0.35,205.0,127.0,1.0,1.0
2025-05-30,5,MED,75.0,56.5,,4,1,3,0,0,7,1,0,5,3,50,58,30,0.961,0.44,58.0,58.0,29.0,17.0,15.0,22.0,0.72,0.62,160.0,116.0,1.0,1.0
2025-05-30,5,SURG,75.0,61.25,,2,0,6,0,0,7,1,0,4,4,40,46,21,1.009,0.4,46.0,46.0,11.0,16.0,17.0,18.0,0.625,0.7,133.0,103.0,1.0,1.0
2025-05-31,1,ED,82.16666666666667,47.166666666666664,0.0,2,1,8,1,0,11,0,1,7,5,30,34,48,0.946,1.1,34.0,34.0,36.0,25.0,26.0,29.0,1.933,1.667,328.0,252.0,1.0,1.0
2025-05-31,1,ICU,75.0,53.875,,0,2,5,1,0,8,0,0,4,4,20,23,12,0.927,0.35,23.0,23.0,11.0,6.0,5.0,9.0,0.65,0.6,188.0,139.0,1.0,1.0
2025-05-31,1,MED,75.0,62.75,,3,0,5,0,0,8,0,0,6,2,50,58,34,0.922,0.42,58.0,57.0,23.0,7.0,16.0,23.0,0.62,0.44,200.0,126.0,1.0,0.983
2025-05-31,1,SURG,75.0,51.625,,2,2,4,0,0,5,3,0,6,2,40,46,19,0.943,0.425,46.0,34.0,12.0,0.0,18.0,19.0,0.6,0.325,125.0,33.0,1.0,0.85
2025-05-31,2,ED,81.94444444444444,59.666666666666664,0.0,2,0,10,0,0,12,0,0,4,8,30,34,55,0.922,1.067,34.0,34.0,25.0,28.0,33.0,32.0,1.8,1.867,201.0,218.0,1.0,1.0
2025-05-31,2,ICU,75.0,53.5,,3,1,3,1,1,7,0,0,6,2,20,23,14,0.935,0.15,23.0,23.0,12.0,4.0,5.0,7.0,0.7,0.4,178.0,118.0,1.0,1.0
2025-05-31,2,MED,75.0,67.125,,2,0,6,0,0,7,1,0,3,5,50,58,45,0.923,0.4,58.0,58.0,29.0,11.0,17.0,23.0,0.76,0.52,169.0,143.0,1.0,1.0
2025-05-31,2,SURG,75.0,55.125,,2,4,2,0,0,8,0,0,2,6,40,46,16,0.949,0.375,46.0,46.0,7.0,22.0,21.0,13.0,0.55,0.725,136.0,172.0,1.0,1.0
2025-05-31,3,ED,77.81388888888888,57.833333333333336,0.0,1,2,9,0,0,11,0,1,7,5,30,34,45,0.864,1.033,34.0,34.0,45.0,33.0,28.0,29.0,2.3,1.933,284.0,275.0,1.0,1.0
2025-05-31,3,ICU,75.0,54.125,,2,0,4,2,0,8,0,0,5,3,20,23,12,0.928,0.25,23.0,23.0,9.0,7.0,4.0,4.0,0.5,0.4,192.0,208.0,1.0,1.0
2025-05-31,3,MED,75.0,59.625,,3,1,3,1,0,7,1,0,5,3,50,58,29,0.902,0.48,58.0,58.0,23.0,20.0,23.0,20.0,0.76,0.64,160.0,155.0,1.0,1.0
2025-05-31,3,SURG,75.0,62.875,,1,1,6,0,0,6,2,0,4,4,40,46,29,0.903,0.45,40.0,46.0,0.0,9.0,24.0,21.0,0.45,0.6,83.0,129.0,1.0,1.0
2025-05-31,4,ED,69.875,56.5,0.0,1,3,6,2,0,11,0,1,4,8,30,34,43,0.937,0.933,34.0,34.0,20.0,40.0,33.0,29.0,1.633,2.167,196.0,237.0,1.0,1.0
2025-05-31,4,ICU,75.0,60.625,,0,0,8,0,0,8,0,0,3,5,20,23,8,0.965,0.15,23.0,23.0,8.0,20.0,4.0,3.0,0.45,1.0,171.0,242.0,1.0,1.0
2025-05-31,4,MED,75.0,60.625,,4,1,1,2,0,8,0,0,6,2,50,58,30,0.976,0.42,58.0,58.0,24.0,12.0,22.0,21.0,0.76,0.5,184.0,124.0,1.0,1.0
2025-05-31,4,SURG,75.0,63.375,,2,1,5,0,0,8,0,0,5,3,40,46,28,0.922,0.5,46.0,46.0,18.0,9.0,20.0,16.0,0.8,0.475,177.0,121.0,1.0,1.0
2025-05-31,5,ED,113.85694444444444,56.916666666666664,0.0,4,2,5,1,0,9,0,3,6,6,30,34,52,0.926,1.0,34.0,34.0,31.0,31.0,32.0,34.0,1.967,2.033,242.0,299.0,1.0,1.0
2025-05-31,5,ICU,75.0,51.25,,4,1,2,1,1,7,0,0,4,4,20,23,10,0.915,0.2,23.0,23.0,10.0,8.0,3.0,4.0,0.5,0.45,247.0,117.0,1.0,1.0
2025-05-31,5,MED,75.0,50.625,,2,0,5,1,0,8,0,0,3,5,50,58,27,0.902,0.38,58.0,58.0,16.0,20.0,22.0,18.0,0.6,0.6,206.0,202.0,1.0,1.0
2025-05-31,5,SURG,75.0,70.25,,0,1,7,0,0,8,0,0,4,4,40,46,24,0.928,0.55,46.0,46.0,11.0,13.0,16.0,14.0,0.525,0.525,168.0,169.0,1.0,1.0
2025-06-01,1,ED,109.57222222222224,48.5,0.0,2,3,6,1,0,12,0,0,7,5,30,34,58,0.908,1.0,34.0,34.0,19.0,25.0,33.0,33.0,1.6,1.8,243.0,216.0,1.0,1.0
2025-06-01,1,ICU,75.0,57.333333333333336,,0,3,3,0,0,6,0,0,4,2,20,23,6,0.915,0.15,23.0,23.0,8.0,6.0,7.0,5.0,0.6,0.4,202.0,150.0,1.0,1.0
2025-06-01,1,MED,75.0,61.75,,2,1,4,1,0,8,0,0,7,1,50,58,34,0.94,0.4,58.0,58.0,21.0,28.0,21.0,18.0,0.68,0.78,195.0,242.0,1.0,1.0
2025-06-01,1,SURG,75.0,53.625,,2,2,4,0,0,8,0,0,5,3,40,46,20,0.976,0.475,46.0,40.0,8.0,0.0,17.0,15.0,0.475,0.525,175.0,40.0,1.0,1.0
2025-06-01,2,ED,84.56666666666666,55.333333333333336,0.0,3,0,8,1,0,11,0,1,3,9,30,34,56,0.942,1.133,34.0,34.0,27.0,32.0,32.0,27.0,1.833,1.833,240.0,260.0,1.0,1.0
2025-06-01,2,ICU,75.0,42.875,,3,1,4,0,0,8,0,0,2,6,20,23,9,0.976,0.25,23.0,23.0,14.0,12.0,3.0,4.0,0.7,0.65,270.0,208.0,1.0,1.0
2025-06-01,2,MED,75.0,64.375,,1,0,6,1,0,7,1,0,6,2,50,58,36,0.919,0.32,58.0,58.0,33.0,17.0,20.0,21.0,0.9,0.6,215.0,130.0,1.0,1.0
2025-06-01,2,SURG,75.0,61.875,,0,2,6,0,0,8,0,0,4,4,40,46,21,0.903,0.5,46.0,46.0,7.0,10.0,15.0,18.0,0.4,0.55,195.0,113.0,1.0,1.0
2025-06-01,3,ED,77.575,49.083333333333336,0.0,1,2,7,2,0,11,0,1,5,7,30,34,50,0.909,1.033,34.0,34.0,18.0,40.0,31.0,30.0,1.5,2.2,216.0,252.0,1.0,1.0
2025-06-01,3,ICU,75.0,56.125,,0,3,4,1,0,8,0,0,1,7,20,23,8,0.902,0.35,23.0,21.0,10.0,1.0,5.0,7.0,0.6,0.25,222.0,149.0,1.0,0.913
2025-06-01,3,MED,75.0,63.125,,2,1,5,0,0,8,0,0,4,4,50,58,39,0.862,0.34,58.0,56.0,13.0,6.0,24.0,21.0,0.58,0.38,130.0,113.0,1.0,0.966
2025-06-01,3,SURG,75.0,61.25,,1,2,4,1,0,7,1,0,4,4,40,46,25,0.977,0.55,46.0,46.0,11.0,10.0,18.0,14.0,0.725,0.45,209.0,160.0,1.0,1.0
2025-06-01,4,ED,49.42777777777778,51.916666666666664,0.0,4,2,6,0,0,12,0,0,5,7,30,34,50,0.975,1.033,34.0,34.0,19.0,31.0,28.0,30.0,1.433,1.9,179.0,276.0,1.0,1.0
2025-06-01,4,ICU,75.0,57.375,,0,3,4,1,0,8,0,0,4,4,20,23,12,0.961,0.2,23.0,23.0,8.0,3.0,3.0,9.0,0.4,0.45,142.0,203.0,1.0,1.0
2025-06-01,4,MED,75.0,55.25,,2,1,5,0,0,8,0,0,4,4,50,58,31,0.948,0.46,58.0,58.0,17.0,25.0,21.0,21.0,0.6,0.76,192.0,164.0,1.0,1.0
2025-06-01,4,SURG,75.0,47.625,,1,0,7,0,0,8,0,0,6,2,40,46,22,0.951,0.325,46.0,42.0,14.0,2.0,20.0,19.0,0.7,0.375,215.0,156.0,1.0,0.913
2025-06-01,5,ED,75.3236111111111,54.0,0.0,1,1,10,0,0,11,0,1,4,8,30,34,70,0.962,0.967,34.0,34.0,26.0,31.0,30.0,29.0,1.733,1.867,286.0,269.0,1.0,1.0
2025-06-01,5,ICU,75.0,53.8,,1,3,0,1,0,5,0,0,4,1,20,23,5,0.953,0.2,23.0,23.0,9.0,9.0,4.0,6.0,0.5,0.6,181.0,235.0,1.0,1.0
2025-06-01,5,MED,75.0,56.5,,0,1,5,2,0,8,0,0,3,5,50,58,24,0.937,0.54,58.0,58.0,16.0,21.0,19.0,17.0,0.54,0.6,193.0,182.0,1.0,1.0
2025-06-01,5,SURG,75.0,52.0,,3,3,2,0,0,8,0,0,2,6,40,46,13,0.956,0.25,46.0,46.0,8.0,13.0,22.0,17.0,0.6,0.6,159.0,144.0,1.0,1.0
2025-06-02,1,ED,78.64999999999999,61.75,0.0,2,0,8,2,0,12,0,0,7,5,30,34,48,1.012,0.933,34.0,32.0,32.0,2.0,30.0,34.0,1.933,1.067,280.0,102.0,1.0,0.941
2025-06-02,1,ICU,75.0,49.625,,2,2,4,0,0,8,0,0,5,3,20,23,11,0.972,0.35,23.0,23.0,6.0,12.0,3.0,4.0,0.3,0.65,207.0,182.0,1.0,1.0
2025-06-02,1,MED,75.0,58.875,,2,1,4,1,0,8,0,0,5,3,50,58,31,1.083,0.5,58.0,58.0,22.0,24.0,20.0,21.0,0.68,0.74,202.0,150.0,1.0,1.0
2025-06-02,1,SURG,75.0,63.25,,1,0,7,0,0,7,1,0,6,2,40,46,27,1.063,0.4,46.0,46.0,7.0,8.0,19.0,11.0,0.5,0.475,155.0,162.0,1.0,1.0
2025-06-02,2,ED,122.75,48.833333333333336,0.0,4,0,7,1,0,10,0,2,7,5,30,34,61,0.959,1.067,34.0,34.0,26.0,38.0,34.0,30.0,1.867,2.133,197.0,216.0,1.0,1.0
2025-06-02,2,ICU,75.0,53.125,,1,0,6,1,0,8,0,0,3,5,20,23,16,1.022,0.3,23.0,23.0,7.0,12.0,5.0,3.0,0.45,0.6,235.0,264.0,1.0,1.0
2025-06-02,2,MED,75.0,59.625,,1,3,4,0,0,8,0,0,5,3,50,58,30,0.993,0.32,58.0,55.0,28.0,5.0,16.0,32.0,0.72,0.58,164.0,142.0,1.0,0.948
2025-06-02,2,SURG,75.0,58.25,,2,0,5,1,0,8,0,0,5,3,40,46,23,1.014,0.45,46.0,46.0,7.0,30.0,20.0,16.0,0.525,1.0,208.0,231.0,1.0,1.0
2025-06-02,3,ED,53.9,49.166666666666664,0.0,1,1,9,1,0,11,0,1,7,5,30,34,47,1.022,1.0,34.0,34.0,23.0,25.0,31.0,31.0,1.667,1.733,256.0,222.0,1.0,1.0
2025-06-02,3,ICU,75.0,57.375,,0,2,6,0,1,7,0,0,7,1,20,23,10,1.011,0.4,23.0,23.0,4.0,11.0,7.0,6.0,0.4,0.8,171.0,255.0,1.0,1.0
2025-06-02,3,MED,75.0,66.875,,3,1,3,1,0,8,0,0,3,5,50,58,18,1.047,0.4,58.0,58.0,30.0,43.0,17.0,13.0,0.78,1.0,253.0,211.0,1.0,1.0
2025-06-02,3,SURG,75.0,49.75,,1,1,5,1,0,7,1,0,2,6,40,46,13,0.977,0.425,46.0,46.0,9.0,11.0,22.0,19.0,0.625,0.6,165.0,144.0,1.0,1.0
2025-06-02,4,ED,48.02777777777778,59.416666666666664,0.0,2,1,7,2,0,9,0,3,8,4,30,34,62,1.03,1.133,34.0,34.0,23.0,38.0,31.0,28.0,1.667,2.067,182.0,261.0,1.0,1.0
2025-06-02,4,ICU,75.0,58.375,,0,3,4,1,2,6,0,0,5,3,20,23,11,0.991,0.15,23.0,23.0,11.0,9.0,4.0,3.0,0.6,0.45,146.0,206.0,1.0,1.0
2025-06-02,4,MED,75.0,57.0,,1,2,5,0,0,8,0,0,5,3,50,58,38,1.027,0.54,58.0,58.0,16.0,47.0,23.0,11.0,0.62,1.0,169.0,218.0,1.0,1.0
2025-06-02,4,SURG,75.0,57.25,,1,0,7,0,0,8,0,0,3,5,40,46,20,1.0,0.5,46.0,46.0,15.0,6.0,13.0,19.0,0.55,0.575,247.0,154.0,1.0,1.0
2025-06-02,5,ED,55.74444444444444,53.0,0.0,1,0,11,0,0,11,0,1,7,5,30,34,54,1.012,1.033,34.0,34.0,45.0,33.0,29.0,27.0,2.333,1.867,277.0,222.0,1.0,1.0
2025-06-02,5,ICU,75.0,59.75,,0,2,5,1,0,8,0,0,3,5,20,23,17,0.997,0.25,23.0,23.0,4.0,9.0,4.0,4.0,0.25,0.5,221.0,196.0,1.0,1.0
2025-06-02,5,MED,75.0,64.125,,3,0,4,1,0,7,1,0,6,2,50,58,39,1.03,0.42,55.0,58.0,5.0,31.0,27.0,19.0,0.48,0.84,171.0,236.0,0.948,1.0
2025-06-02,5,SURG,75.0,56.5,,2,3,3,0,0,8,0,0,7,1,40,46,18,1.022,0.45,46.0,46.0,9.0,12.0,10.0,18.0,0.325,0.6,144.0,147.0,1.0,1.0
2025-06-03,1,ED,65.6361111111111,50.083333333333336,0.0,3,2,6,1,0,10,0,2,6,6,30,34,44,1.023,1.033,34.0,34.0,24.0,27.0,28.0,32.0,1.6,1.9,185.0,165.0,1.0,1.0
2025-06-03,1,ICU,75.0,57.42857142857143,,3,0,3,1,1,6,0,0,5,2,20,23,7,0.988,0.3,23.0,23.0,7.0,13.0,7.0,4.0,0.55,0.7,217.0,226.0,1.0,1.0
2025-06-03,1,MED,75.0,59.75,,3,0,3,2,0,7,1,0,5,3,50,58,35,0.992,0.52,58.0,58.0,14.0,22.0,25.0,20.0,0.62,0.68,156.0,204.0,1.0,1.0
2025-06-03,1,SURG,75.0,56.0,,1,2,4,1,0,8,0,0,5,3,40,46,24,0.973,0.45,46.0,46.0,17.0,14.0,16.0,20.0,0.675,0.7,92.0,168.0,1.0,1.0
2025-06-03,2,ED,65.0,49.583333333333336,0.0,3,2,6,1,0,11,0,1,5,7,30,34,45,0.992,1.033,34.0,34.0,33.0,32.0,32.0,31.0,2.033,1.967,318.0,244.0,1.0,1.0
2025-06-03,2,ICU,75.0,47.625,,2,1,5,0,0,8,0,0,6,2,20,23,10,0.988,0.25,23.0,22.0,13.0,2.0,6.0,7.0,0.8,0.3,179.0,107.0,1.0,0.957
2025-06-03,2,MED,75.0,58.625,,1,2,5,0,0,7,1,0,2,6,50,58,33,0.99,0.48,58.0,58.0,22.0,33.0,16.0,19.0,0.6,0.94,166.0,154.0,1.0,1.0
2025-06-03,2,SURG,75.0,52.875,,1,0,6,1,0,8,0,0,5,3,40,46,18,0.987,0.475,46.0,46.0,11.0,17.0,18.0,13.0,0.575,0.6,170.0,137.0,1.0,1.0
2025-06-03,3,ED,61.949999999999996,49.166666666666664,0.0,3,1,8,0,0,11,0,1,3,9,30,34,39,1.043,1.033,34.0,34.0,21.0,42.0,30.0,32.0,1.567,2.333,148.0,267.0,1.0,1.0
2025-06-03,3,ICU,75.0,64.375,,1,0,6,1,1,7,0,0,6,2,20,23,8,1.02,0.3,23.0,23.0,5.0,10.0,8.0,7.0,0.5,0.7,159.0,150.0,1.0,1.0
2025-06-03,3,MED,75.0,55.625,,1,0,7,0,0,8,0,0,6,2,50,58,36,0.941,0.4,56.0,58.0,6.0,21.0,20.0,25.0,0.36,0.76,134.0,138.0,0.966,1.0
2025-06-03,3,SURG,75.0,53.5,,2,3,3,0,0,6,2,0,5,3,40,46,18,0.977,0.4,42.0,46.0,2.0,19.0,17.0,18.0,0.325,0.775,118.0,223.0,0.913,1.0
2025-06-03,4,ED,71.39999999999999,53.75,0.0,2,1,7,2,0,12,0,0,5,7,30,34,46,1.026,1.033,34.0,34.0,32.0,25.0,34.0,33.0,2.067,1.8,182.0,125.0,1.0,1.0
2025-06-03,4,ICU,75.0,69.5,,2,0,5,1,0,8,0,0,2,6,20,23,10,1.036,0.45,23.0,23.0,11.0,8.0,3.0,4.0,0.55,0.45,169.0,228.0,1.0,1.0
2025-06-03,4,MED,75.0,58.875,,3,1,3,1,0,7,1,0,3,5,50,58,42,1.024,0.46,58.0,58.0,19.0,11.0,27.0,24.0,0.76,0.54,208.0,123.0,1.0,1.0
2025-06-03,4,SURG,75.0,54.25,,1,2,4,1,0,8,0,0,4,4,40,46,25,0.968,0.525,46.0,46.0,6.0,10.0,20.0,13.0,0.5,0.425,168.0,182.0,1.0,1.0
2025-06-03,5,ED,101.375,62.333333333333336,0.0,3,3,4,2,0,11,0,1,8,4,30,34,70,0.965,1.067,34.0,34.0,27.0,13.0,31.0,33.0,1.8,1.4,194.0,205.0,1.0,1.0
2025-06-03,5,ICU,75.0,56.875,,3,2,2,1,0,8,0,0,1,7,20,23,9,1.014,0.2,23.0,23.0,15.0,10.0,5.0,5.0,0.85,0.6,221.0,191.0,1.0,1.0
2025-06-03,5,MED,75.0,61.75,,3,2,3,0,0,7,1,0,2,6,50,58,21,0.953,0.32,58.0,54.0,23.0,4.0,21.0,30.0,0.78,0.52,201.0,88.0,1.0,0.931
2025-06-03,5,SURG,75.0,61.25,,2,1,5,0,0,8,0,0,3,5,40,46,20,0.997,0.45,46.0,44.0,6.0,4.0,18.0,22.0,0.45,0.5,169.0,141.0,1.0,0.957
2025-06-04,1,ED,78.0,51.333333333333336,0.0,0,1,10,1,0,11,0,1,8,4,30,34,55,1.036,0.933,34.0,34.0,17.0,44.0,31.0,31.0,1.467,2.367,212.0,274.0,1.0,1.0
2025-06-04,1,ICU,75.0,58.875,,1,1,3,3,0,8,0,0,3,5,20,23,10,0.994,0.05,23.0,23.0,4.0,5.0,6.0,4.0,0.35,0.3,161.0,128.0,1.0,1.0
2025-06-04,1,MED,75.0,61.125,,0,2,5,1,0,8,0,0,4,4,50,58,31,0.98,0.44,58.0,58.0,17.0,19.0,26.0,27.0,0.7,0.76,146.0,124.0,1.0,1.0
2025-06-04,1,SURG,75.0,51.0,,2,2,3,1,0,7,1,0,5,3,40,46,19,1.086,0.45,46.0,46.0,12.0,14.0,18.0,21.0,0.6,0.725,153.0,150.0,1.0,1.0
2025-06-04,2,ED,56.73333333333333,51.666666666666664,0.0,2,2,8,0,0,12,0,0,3,9,30,34,60,1.036,1.1,34.0,34.0,18.0,38.0,31.0,21.0,1.5,1.833,188.0,306.0,1.0,1.0
2025-06-04,2,ICU,75.0,46.0,,1,1,5,1,1,7,0,0,3,5,20,23,8,1.035,0.05,23.0,23.0,8.0,10.0,5.0,6.0,0.5,0.7,169.0,251.0,1.0,1.0
2025-06-04,2,MED,75.0,58.0,,1,2,5,0,0,6,2,0,4,4,50,58,30,0.994,0.4,58.0,58.0,17.0,23.0,24.0,17.0,0.66,0.64,139.0,160.0,1.0,1.0
2025-06-04,2,SURG,75.0,60.375,,0,0,7,1,0,8,0,0,3,5,40,46,24,1.021,0.425,45.0,46.0,5.0,8.0,19.0,19.0,0.45,0.525,149.0,141.0,0.978,1.0
2025-06-04,3,ED,58.70416666666666,59.25,0.0,2,2,7,1,0,12,0,0,4,8,30,34,57,1.031,1.0,34.0,34.0,12.0,31.0,31.0,33.0,1.3,2.0,153.0,254.0,1.0,1.0
2025-06-04,3,ICU,75.0,60.625,,2,0,6,0,0,8,0,0,5,3,20,23,14,1.035,0.15,23.0,23.0,5.0,18.0,6.0,2.0,0.4,0.85,159.0,239.0,1.0,1.0
2025-06-04,3,MED,75.0,52.375,,1,2,4,1,0,8,0,0,5,3,50,58,30,0.979,0.36,58.0,58.0,22.0,31.0,20.0,18.0,0.72,0.82,236.0,200.0,1.0,1.0
2025-06-04,3,SURG,75.0,63.875,,1,0,6,1,0,8,0,0,3,5,40,46,16,1.018,0.475,44.0,46.0,4.0,6.0,16.0,19.0,0.45,0.475,47.0,155.0,0.957,1.0
2025-06-04,4,ED,80.43333333333334,70.66666666666667,0.0,1,2,4,5,0,12,0,0,5,7,30,34,44,0.975,1.1,34.0,34.0,19.0,30.0,31.0,33.0,1.533,1.967,178.0,247.0,1.0,1.0
2025-06-04,4,ICU,75.0,60.0,,1,2,4,0,0,7,0,0,3,4,20,23,7,1.036,0.2,23.0,23.0,4.0,8.0,9.0,6.0,0.5,0.55,195.0,172.0,1.0,1.0
2025-06-04,4,MED,75.0,58.25,,1,1,4,2,0,7,1,0,5,3,50,58,46,0.982,0.38,58.0,58.0,27.0,24.0,23.0,16.0,0.84,0.64,152.0,190.0,1.0,1.0
2025-06-04,4,SURG,75.0,52.75,,3,1,4,0,0,8,0,0,3,5,40,46,14,1.013,0.475,46.0,41.0,10.0,1.0,21.0,24.0,0.625,0.475,102.0,126.0,1.0,0.891
2025-06-04,5,ED,98.99722222222222,61.166666666666664,0.0,2,3,7,0,0,11,0,1,8,4,30,34,57,1.0,0.967,34.0,34.0,42.0,30.0,32.0,29.0,2.333,1.833,293.0,281.0,1.0,1.0
2025-06-04,5,ICU,75.0,62.875,,1,1,6,0,0,8,0,0,5,3,20,23,14,1.035,0.15,23.0,23.0,8.0,18.0,4.0,4.0,0.45,0.95,144.0,244.0,1.0,1.0
2025-06-04,5,MED,75.0,57.875,,2,1,5,0,0,7,1,0,5,3,50,58,23,1.009,0.5,58.0,58.0,13.0,21.0,16.0,20.0,0.42,0.74,136.0,179.0,1.0,1.0
2025-06-04,5,SURG,75.0,61.75,,3,0,5,0,0,8,0,0,3,5,40,46,23,1.021,0.5,46.0,43.0,8.0,3.0,18.0,22.0,0.5,0.525,130.0,145.0,1.0,0.935
2025-06-05,1,ED,87.84444444444443,48.0,0.0,2,4,6,0,0,12,0,0,6,6,30,34,52,0.986,1.067,34.0,34.0,31.0,30.0,28.0,30.0,1.833,1.867,249.0,231.0,1.0,1.0
2025-06-05,1,ICU,75.0,45.875,,1,1,5,1,1,7,0,0,4,4,20,23,8,1.014,0.15,23.0,23.0,12.0,4.0,1.0,8.0,0.5,0.45,205.0,192.0,1.0,1.0
2025-06-05,1,MED,75.0,62.625,,3,1,4,0,0,7,1,0,5,3,50,58,45,0.953,0.4,58.0,58.0,17.0,53.0,22.0,16.0,0.62,1.22,143.0,258.0,1.0,1.0
2025-06-05,1,SURG,75.0,53.875,,2,1,5,0,0,8,0,0,6,2,40,46,16,1.022,0.375,46.0,46.0,7.0,9.0,18.0,16.0,0.475,0.475,150.0,172.0,1.0,1.0
